,bt,km,transmission,ownerNo,oem,modelYear,Insurance Validity,Fuel Type,RTO,Features,Mileage,Engine,Max Power,Torque,Seats,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
12,0,23000,0,1,6,2018,0,3,12,9,18.2,1199,88.7,110.0,5.0,4,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
13,0,48928,0,1,17,2018,0,3,12,9,23.84,1199,83.83,114.0,5.0,10,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,0
17,0,65376,1,2,7,2014,0,1,12,9,21.27,1396,88.76,219.6,5.0,1,4,4,0,3995.0,1710.0,1505.0,2525.0,6,3,0,0,1,5,0
18,3,10000,1,1,17,2022,2,3,12,9,17.33,1199,118.35,170.0,5.0,8,3,4,0,3993.0,1811.0,1606.0,2498.0,6,1,0,1,1,5,0
21,0,18083,1,1,11,2016,0,3,12,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
23,0,57634,1,2,17,2016,0,3,12,9,23.84,1199,84.0,114.0,5.0,11,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,0
26,0,23447,0,1,7,2018,0,3,12,9,20.3,1086,68.0,99.0,5.0,13,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,0
27,0,30000,1,2,7,2009,2,2,29,9,13.45,1086,62.1,96.1,5.0,8,3,4,0,3565.0,1525.0,1590.0,2380.0,5,3,0,1,1,5,0
33,4,50000,1,1,7,2018,2,3,29,9,20.14,1197,81.86,113.75,5.0,8,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,0
34,0,12434,1,1,11,2015,0,3,31,9,20.51,998,67.04,90.0,5.0,2,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,0
37,0,40987,1,2,11,2015,0,3,12,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,0
41,0,89667,1,1,7,2016,0,3,12,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
42,0,120000,1,1,7,2017,2,1,12,9,22.54,1396,88.73,219.7,5.0,8,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,0
43,0,56997,1,1,11,2017,3,3,12,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
46,0,18835,1,1,11,2021,3,3,12,9,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,0
49,0,60932,1,1,17,2019,0,3,12,9,23.84,1199,83.83,114.0,5.0,10,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,0
51,0,66837,1,2,17,2018,0,3,12,9,23.84,1199,84.0,114.0,5.0,2,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,0
54,0,44285,1,1,7,2019,2,3,12,9,18.6,1197,81.86,117.0,5.0,4,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
57,0,36735,1,1,7,2018,0,3,12,9,18.9,1197,81.86,113.75,5.0,1,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
60,0,10000,0,1,15,2022,2,3,12,9,22.0,999,67.0,91.0,5.0,8,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,0
62,0,100000,1,2,7,2006,2,3,12,9,15.3,1341,83.0,115.0,5.0,8,4,3,0,3810.0,1665.0,1515.0,2455.0,5,3,0,1,1,5,0
63,0,53982,0,1,11,2014,0,3,12,8,26.68,998,65.71,89.0,5.0,8,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,0
65,3,37741,1,2,4,2019,2,3,12,9,15.9,1496,120.69,149.0,5.0,12,3,4,0,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,4,0
66,0,17367,1,1,11,2021,0,3,12,9,22.05,796,47.33,69.0,5.0,11,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,0
69,0,54601,1,3,11,2014,0,3,12,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
71,0,64000,1,2,11,2017,2,3,12,9,23.1,998,67.04,90.0,5.0,10,3,4,0,3715.0,1635.0,1565.0,2425.0,5,3,0,1,1,5,0
74,0,44154,0,2,6,2016,0,3,12,9,19.0,1199,88.7,110.0,5.0,12,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
77,0,68039,1,2,17,2017,2,3,12,9,23.84,1199,84.0,114.0,5.0,7,3,4,0,3746.0,1647.0,1535.0,2400.0,5,3,0,1,1,5,0
78,0,60000,1,2,11,2014,2,3,12,8,18.5,1197,85.8,114.0,5.0,11,4,4,0,3775.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,0
80,0,10000,1,1,7,2021,2,3,12,9,20.0,998,118.36,171.62,5.0,8,3,4,1,3995.0,1775.0,1505.0,2580.0,6,1,0,1,1,5,0
82,0,90000,0,3,19,2013,2,3,12,9,17.2,1197,103.6,175.0,5.0,8,4,4,1,3970.0,1682.0,1453.0,2456.0,7,3,0,1,1,5,0
84,0,70000,1,2,7,2014,2,1,12,8,24.0,1120,70.0,160.0,5.0,8,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
85,0,68000,1,2,7,2013,0,3,12,9,18.5,1197,82.85,113.7,5.0,11,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,0
86,3,23017,1,1,10,2016,2,1,12,9,25.32,1198,77.0,190.0,6.0,7,3,4,1,3675.0,1715.0,1655.0,2385.0,5,3,0,1,1,5,0
87,0,83000,1,2,7,2013,0,1,12,9,21.27,1396,88.76,219.6,5.0,2,4,4,0,3995.0,1710.0,1505.0,2525.0,6,3,0,0,1,5,0
90,0,74000,1,1,7,2013,0,2,12,8,19.2,1086,68.05,99.04,5.0,4,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,0
91,0,26500,0,2,15,2016,0,3,12,9,24.04,999,67.0,91.0,5.0,10,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,0
94,3,10000,0,1,10,2022,2,3,12,9,17.0,1197,108.6,200.0,5.0,12,3,4,1,3995.0,1821.0,1627.0,2600.0,6,3,0,0,1,5,0
96,0,38197,1,1,6,2013,2,3,12,9,19.4,1198,86.8,109.0,5.0,8,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,0
97,0,23000,0,2,11,2017,0,3,12,9,19.56,1197,81.8,113.0,5.0,4,4,4,0,3995.0,1745.0,1510.0,2520.0,0,1,0,1,1,5,0
99,3,10000,0,1,15,2022,2,3,12,9,19.03,999,71.01,96.0,5.0,8,3,4,0,3991.0,1750.0,1605.0,2500.0,5,1,0,1,1,5,0
100,0,19000,1,1,7,2019,2,3,12,9,18.9,1197,81.86,113.75,5.0,1,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
102,0,29268,1,1,7,2014,0,3,12,9,21.1,814,55.2,74.5,5.0,12,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,0
103,4,20000,0,1,19,2019,2,3,12,9,18.19,1197,103.2,175.0,5.0,8,4,4,1,4390.0,1699.0,1467.0,2553.0,7,3,0,1,1,4,0
105,0,64374,0,1,6,2018,2,3,12,9,19.0,1199,88.7,110.0,5.0,4,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
108,0,43679,1,1,7,2010,0,3,12,9,19.81,1086,68.05,99.04,5.0,11,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,0
109,3,40000,0,1,7,2018,2,3,12,9,14.8,1591,121.3,151.0,5.0,8,4,4,0,4270.0,1780.0,1665.0,2590.0,6,3,0,1,1,5,0
110,0,40562,1,1,7,2012,2,1,12,9,22.54,1396,88.76,219.6,5.0,10,4,4,0,3995.0,1710.0,1505.0,2525.0,6,3,0,1,1,5,0
112,3,20000,0,1,7,2019,2,3,12,9,18.15,998,118.35,171.6,5.0,8,3,4,1,3995.0,1770.0,1605.0,2500.0,7,3,0,1,0,5,0
121,0,80000,1,3,7,2009,2,3,29,9,20.36,1197,78.9,111.8,5.0,8,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,0
125,0,52204,1,1,11,2017,2,3,12,9,24.39,998,65.71,89.0,5.0,11,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,0
128,0,29813,1,2,11,2014,0,3,12,9,22.05,796,47.33,69.0,5.0,8,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,0
129,0,30000,1,1,4,2018,2,3,29,9,18.16,1196,86.8,112.0,5.0,4,4,4,0,3886.0,1695.0,1525.0,2491.0,5,0,0,1,1,5,0
130,0,13345,0,1,11,2020,0,3,12,9,20.89,1197,81.8,113.0,5.0,12,4,4,0,3700.0,1690.0,1595.0,2435.0,5,1,0,1,1,5,0
132,0,75000,1,1,7,2014,0,3,12,9,18.9,1197,82.0,114.0,5.0,4,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
133,0,75523,1,2,7,2011,0,3,12,9,20.36,1197,78.9,111.8,5.0,10,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,0
136,1,28253,1,1,15,2020,0,3,12,9,20.0,999,71.01,96.0,7.0,11,3,4,0,3991.0,1739.0,1643.0,2425.0,5,1,0,1,1,5,0
138,0,90000,1,2,7,2010,2,3,12,8,20.36,1197,78.9,111.7,5.0,8,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,0
140,0,52571,1,1,7,2016,0,3,12,9,18.6,1197,81.83,114.7,5.0,4,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
145,0,36359,1,1,7,2013,0,3,12,9,18.5,1197,82.85,113.7,5.0,1,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,0
149,0,66000,1,1,7,2010,0,3,12,9,20.36,1197,78.9,111.8,5.0,3,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,0
150,0,56010,1,1,7,2017,0,3,12,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
153,0,83829,1,1,11,2014,2,1,12,9,25.2,1248,74.0,190.0,5.0,10,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,0
154,0,10000,0,1,15,2020,2,3,12,9,22.0,999,67.0,91.0,5.0,8,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,0
158,0,40000,0,2,19,2017,2,3,29,9,17.21,1197,103.5,175.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,7,3,0,1,1,5,0
160,3,36916,1,1,4,2018,0,3,12,9,17.0,1497,121.36,150.0,5.0,8,3,4,0,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,0
161,0,90000,1,1,19,2015,2,1,12,9,20.14,1498,88.8,230.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,0
162,0,112795,1,1,11,2012,0,3,12,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
165,0,36685,1,2,6,2016,0,3,12,9,19.4,1198,86.8,109.0,5.0,10,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,0
168,0,32184,0,2,11,2019,2,3,12,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,0
169,0,32279,1,1,11,2018,0,3,12,9,21.1,998,100.5,150.0,5.0,12,3,4,1,3995.0,1745.0,1510.0,2520.0,5,3,0,0,1,5,0
170,0,59698,1,1,7,2015,0,3,12,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
172,3,90000,1,1,11,2017,2,1,29,9,24.3,1248,88.5,200.0,5.0,13,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,0
173,3,9554,1,1,7,2019,2,3,12,9,18.27,998,118.35,171.6,5.0,1,3,4,1,3995.0,1770.0,1605.0,2500.0,6,3,0,1,0,5,0
176,3,56211,0,2,4,2017,0,3,12,9,14.8,1497,121.36,150.0,5.0,4,3,4,0,3998.0,1765.0,1647.0,2519.0,6,3,0,1,1,4,0
177,0,9001,1,1,6,2019,0,3,12,9,18.2,1199,88.7,110.0,5.0,12,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
179,0,23682,1,1,6,2017,0,3,12,9,18.7,1199,88.7,110.0,5.0,10,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
181,0,134557,1,2,11,2015,0,1,12,9,25.2,1248,74.0,190.0,5.0,12,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,0
182,4,96567,1,2,11,2013,0,3,12,9,22.41,1197,88.5,113.0,5.0,1,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,0
185,0,34000,1,1,6,2018,0,3,12,9,18.7,1199,88.7,110.0,5.0,6,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
186,0,81634,0,1,7,2014,0,3,12,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,0
188,3,70000,0,2,4,2016,2,3,12,9,15.63,1499,110.4,140.0,5.0,11,4,4,0,3999.0,1765.0,1708.0,2520.0,6,3,0,1,1,5,0
189,0,70000,1,2,6,2013,2,3,12,9,19.4,1198,86.8,109.0,5.0,10,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,0
191,0,17624,1,1,11,2017,0,3,12,9,21.4,1197,83.1,115.0,5.0,12,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
194,3,49690,1,2,4,2018,2,3,12,9,15.9,1496,120.69,149.0,5.0,1,3,4,0,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,4,0
198,3,55702,0,1,4,2018,0,3,12,9,14.8,1497,121.36,150.0,5.0,11,3,4,0,3998.0,1765.0,1647.0,2519.0,6,3,0,1,1,4,0
199,0,45046,1,1,7,2016,2,1,12,9,21.19,1396,88.73,220.0,5.0,2,4,4,1,3995.0,1760.0,1555.0,2570.0,6,3,0,1,1,5,0
200,0,53000,1,2,11,2014,2,3,12,8,18.5,1197,85.8,114.0,5.0,11,4,4,0,3775.0,1680.0,1620.0,2360.0,5,3,0,1,1,5,0
201,0,94695,1,1,11,2016,2,1,12,9,27.39,1248,74.0,190.0,5.0,10,4,4,1,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
202,0,22162,1,1,11,2019,3,3,12,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
203,0,70000,1,2,7,2010,2,3,12,9,17.92,1086,62.1,96.1,5.0,8,3,4,0,3565.0,1525.0,1590.0,2380.0,5,3,0,1,1,5,0
206,0,42233,1,2,11,2016,0,3,12,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
207,0,20941,1,1,7,2019,0,3,12,9,18.9,1197,81.86,113.75,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
208,3,50000,1,2,11,2018,2,1,12,9,24.3,1248,88.5,200.0,5.0,10,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,0
209,3,46602,1,1,6,2018,0,3,12,9,17.5,1199,88.7,110.0,5.0,2,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,0
211,0,104000,1,2,11,2014,0,1,12,9,25.2,1248,74.0,190.0,5.0,10,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,0
212,3,90000,1,1,4,2018,0,1,12,9,23.0,1498,98.96,205.0,5.0,2,4,4,1,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,0
213,0,50035,1,1,11,2017,2,3,12,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
214,3,80000,1,1,17,2021,2,3,29,9,17.57,1199,118.36,170.0,5.0,4,3,4,1,3993.0,1811.0,1606.0,2498.0,6,3,0,1,1,5,0
215,0,90000,1,2,7,2015,0,3,12,9,18.6,1197,81.83,114.7,5.0,6,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,0
218,4,25170,1,1,11,2015,2,3,12,9,22.41,1197,88.5,113.0,5.0,1,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,0
220,0,100000,1,2,11,2012,2,1,12,8,22.9,1248,74.0,190.0,5.0,8,4,4,1,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,0
224,0,36459,0,2,7,2015,0,3,12,9,18.9,1197,82.0,114.0,5.0,10,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,0
225,3,93725,1,1,11,2016,0,1,12,9,23.65,1248,88.5,200.0,5.0,4,4,4,1,4300.0,1785.0,1595.0,2600.0,5,3,0,0,1,5,0
227,4,43469,1,1,11,2015,3,3,12,9,22.41,1197,88.5,113.0,5.0,10,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,0
230,3,100000,1,1,11,2018,0,1,12,9,24.3,1248,88.5,200.0,5.0,10,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,0
234,0,40771,1,2,19,2021,2,3,12,9,18.24,999,108.62,175.0,5.0,11,3,4,1,3971.0,1682.0,1469.0,2470.0,6,1,0,1,1,5,0
235,0,28000,1,1,6,2018,0,3,12,9,18.7,1199,88.7,110.0,5.0,11,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
237,3,26000,0,1,7,2020,0,3,12,9,18.15,998,118.35,172.0,5.0,12,3,4,1,3995.0,1770.0,1605.0,2500.0,7,1,0,1,0,5,0
238,0,76032,1,1,11,2012,0,3,12,9,18.9,998,67.1,90.0,5.0,11,3,4,0,3595.0,1495.0,1700.0,2400.0,5,3,0,1,1,4,0
243,0,39959,1,1,11,2016,3,3,12,9,21.4,1197,83.1,115.0,5.0,7,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
245,0,65484,1,3,11,2016,2,3,12,9,24.39,998,65.71,89.0,5.0,8,3,4,0,3530.0,1490.0,1520.0,2380.0,5,3,0,1,1,5,0
246,0,49174,1,1,11,2017,0,3,12,9,21.4,1197,83.1,115.0,5.0,10,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
247,3,20000,1,1,19,2022,2,3,29,9,20.08,999,113.98,178.0,5.0,10,3,4,1,4221.0,1760.0,1612.0,2651.0,6,1,0,1,1,5,0
248,0,50000,1,1,7,2009,2,3,12,8,20.36,1197,78.9,111.7,5.0,8,4,4,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,4,0
249,4,40000,0,2,11,2018,2,3,12,9,22.0,1197,81.8,113.0,5.0,8,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,0
252,0,80000,1,1,11,2020,2,3,29,9,21.21,1197,81.8,113.0,5.0,8,4,4,0,3840.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
253,3,20000,1,1,9,2022,2,3,12,9,15.43,1498,108.49,144.0,5.0,8,4,4,0,4323.0,1809.0,1650.0,2585.0,5,1,0,0,1,5,0
254,4,70000,1,1,7,2010,2,0,25,8,13.2,1495,93.7,124.5,5.0,8,4,4,0,4250.0,1670.0,1370.0,2440.0,5,3,0,1,1,4,0
256,0,40000,1,1,15,2020,2,3,12,9,21.74,999,67.0,91.0,5.0,1,3,4,0,3731.0,1579.0,1490.0,2422.0,5,1,0,1,1,5,0
257,0,63797,1,1,6,2016,0,3,12,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
258,0,60216,1,2,7,2018,0,3,12,9,18.9,1197,81.86,113.75,5.0,10,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
259,0,10000,0,2,11,2015,2,3,12,9,23.95,998,67.05,90.0,5.0,8,3,4,0,3545.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,0
260,0,38153,1,1,11,2016,0,3,12,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
261,0,76485,1,1,11,2015,0,3,12,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
262,0,40000,1,2,11,2015,2,3,29,9,20.51,998,67.04,90.0,5.0,8,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,0
263,0,40623,1,1,11,2016,0,3,12,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
265,0,88051,1,1,11,2014,2,3,12,9,22.38,1197,88.5,113.0,5.0,10,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
266,0,16522,1,1,11,2022,2,3,12,9,22.38,1197,88.5,113.0,5.0,8,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
269,3,50000,1,1,7,2019,2,1,29,9,23.7,1396,88.76,219.6,5.0,8,4,4,0,3995.0,1770.0,1605.0,2500.0,6,3,0,1,0,5,0
270,3,10000,1,1,17,2023,2,3,12,9,17.33,1199,118.35,170.0,5.0,8,3,4,0,3993.0,1811.0,1606.0,2498.0,6,1,0,1,1,5,0
271,0,57000,1,2,7,2013,2,3,12,8,21.1,814,55.2,74.5,5.0,11,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,0
273,0,10000,1,1,11,2019,2,3,12,9,21.4,1197,83.1,115.0,5.0,10,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
274,0,50000,1,2,11,2012,2,3,12,8,18.6,1197,85.8,114.0,5.0,8,4,4,0,3850.0,1695.0,1530.0,2430.0,5,3,0,1,1,5,0
276,0,35469,1,1,7,2014,0,3,12,8,18.9,1197,82.0,114.0,5.0,4,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
277,0,40073,1,2,6,2017,2,3,12,9,18.7,1199,88.7,110.0,5.0,8,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
278,0,65730,1,2,7,2017,2,3,12,9,18.9,1197,81.86,113.75,5.0,10,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
279,4,120000,1,2,11,2005,2,3,12,2,15.4,1590,94.0,130.0,5.0,11,4,4,0,4225.0,1690.0,1390.0,2425.0,5,3,0,1,1,4,0
280,0,36184,1,2,11,2016,2,3,12,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
281,0,69310,1,1,11,2016,0,3,12,9,21.4,1197,83.1,115.0,5.0,12,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
283,0,62803,0,2,7,2017,2,3,12,9,18.9,1197,81.86,113.75,5.0,10,4,4,0,3765.0,1660.0,1520.0,2425.0,4,3,0,1,1,5,0
284,0,90000,1,2,19,2011,2,1,12,9,22.07,1199,73.9,180.0,5.0,8,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,0
285,0,68656,1,1,11,2015,2,3,12,9,22.38,1197,88.5,113.0,5.0,11,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
286,0,77501,1,3,6,2016,0,3,12,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
287,4,40000,1,1,11,2016,2,3,12,8,20.85,1197,83.14,115.0,5.0,8,4,4,0,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,0
290,3,30000,1,1,17,2022,2,3,12,9,17.57,1199,118.36,170.0,5.0,8,3,4,1,3993.0,1811.0,1606.0,2498.0,6,3,0,1,1,5,0
292,0,69000,1,1,11,2015,0,3,12,9,22.0,1197,81.8,113.0,5.0,12,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,0
294,4,50000,1,2,7,2016,2,3,12,9,17.01,1591,121.3,154.9,5.0,8,4,4,0,4375.0,1700.0,1475.0,2570.0,5,3,0,1,1,4,0
296,0,20000,1,1,7,2021,2,3,29,9,20.0,998,118.36,171.62,5.0,8,3,4,1,3995.0,1775.0,1505.0,2580.0,6,1,0,1,1,5,0
297,0,14999,0,1,11,2022,2,3,12,9,22.56,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
298,0,90773,1,2,6,2016,0,3,12,9,18.7,1199,88.7,110.0,5.0,12,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
300,0,64917,1,2,11,2017,3,3,12,9,20.4,1197,81.8,113.0,5.0,12,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,0
301,0,70235,1,1,6,2017,0,3,12,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
302,0,30000,1,1,7,2021,2,3,29,9,20.0,998,118.36,171.62,5.0,8,3,4,1,3995.0,1775.0,1505.0,2580.0,6,1,0,1,1,5,0
303,0,78782,1,1,6,2016,3,3,12,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
306,0,52486,1,2,11,2015,0,3,12,9,22.38,1197,88.5,113.0,5.0,8,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,0
308,3,36887,1,1,6,2017,2,3,12,9,17.5,1199,88.7,110.0,5.0,11,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,0
309,3,47962,1,1,7,2019,0,3,12,9,18.27,998,118.35,171.6,5.0,1,3,4,1,3995.0,1770.0,1605.0,2500.0,6,3,0,1,0,5,0
313,4,100000,1,1,11,2012,2,1,29,9,19.3,1248,73.9,190.0,5.0,12,4,4,1,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,0
316,0,90000,0,3,19,2013,2,3,12,9,17.21,1197,103.6,175.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,7,3,0,1,1,5,0
317,0,116624,1,1,11,2016,3,3,12,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,0
320,0,65072,1,1,6,2016,0,3,12,9,18.7,1199,88.7,110.0,5.0,10,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,0
321,0,133532,1,1,7,2017,3,3,12,9,18.9,1197,81.86,113.75,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,0
